job_title,salary_usd,experience_level,employment_type,company_size,remote_ratio,education_required,years_experience,industry,posting_date,benefits_score,country,exp_label,exp_order,size_label,size_order,post_year,post_month,post_ym
AI Product Manager,41589.0,SE,FT,S,100,PhD,5,Manufacturing,2024-05-18,7.1,INDIA,Senior (SE),3,Small (S),1,2024,5,2024-05
Autonomous Systems Engineer,56436.0,SE,FL,L,50,PhD,6,Telecommunications,2024-03-05,8.9,INDIA,Senior (SE),3,Large (L),3,2024,3,2024-03
Deep Learning Engineer,102052.0,EN,FT,M,50,Master,0,Finance,2025-03-07,9.6,DENMARK,Entry (EN),1,Medium (M),2,2025,3,2025-03
Data Engineer,140417.0,SE,PT,M,0,Bachelor,5,Energy,2024-10-03,6.5,UNITED KINGDOM,Senior (SE),3,Medium (M),2,2024,10,2024-10
Head of AI,62079.0,EN,CT,L,100,Master,0,Media,2024-01-29,8.3,FINLAND,Entry (EN),1,Large (L),3,2024,1,2024-01
Robotics Engineer,181941.0,SE,PT,L,50,Bachelor,9,Transportation,2024-09-15,7.2,UNITED KINGDOM,Senior (SE),3,Large (L),3,2024,9,2024-09
Deep Learning Engineer,48759.0,EN,CT,S,50,PhD,0,Gaming,2024-06-28,6.7,SOUTH KOREA,Entry (EN),1,Small (S),1,2024,6,2024-06
Data Engineer,94775.0,SE,PT,S,50,PhD,8,Retail,2024-07-01,6.4,FRANCE,Senior (SE),3,Small (S),1,2024,7,2024-07
AI Specialist,111479.0,SE,FL,S,100,Master,6,Technology,2024-06-18,9.1,JAPAN,Senior (SE),3,Small (S),1,2024,6,2024-06
Data Analyst,196602.0,EX,CT,M,50,Master,15,Manufacturing,2024-05-29,5.3,FINLAND,Expert (EX),4,Medium (M),2,2024,5,2024-05
Principal Data Scientist,264173.0,EX,PT,L,100,PhD,15,Technology,2024-12-15,9.6,FRANCE,Expert (EX),4,Large (L),3,2024,12,2024-12
Head of AI,69502.0,EN,CT,M,0,PhD,1,Education,2024-12-31,8.8,SINGAPORE,Entry (EN),1,Medium (M),2,2024,12,2024-12
ML Ops Engineer,130004.0,SE,PT,S,50,PhD,6,Retail,2024-01-06,9.7,GERMANY,Senior (SE),3,Small (S),1,2024,1,2024-01
AI Product Manager,225220.0,EX,CT,M,0,PhD,11,Real Estate,2024-11-18,8.5,FINLAND,Expert (EX),4,Medium (M),2,2024,11,2024-11
Robotics Engineer,96826.0,MI,CT,M,0,PhD,3,Finance,2024-04-13,5.2,SINGAPORE,Mid (MI),2,Medium (M),2,2024,4,2024-04
Machine Learning Engineer,56293.0,EN,FL,S,50,PhD,1,Technology,2024-05-16,5.2,GERMANY,Entry (EN),1,Small (S),1,2024,5,2024-05
Principal Data Scientist,197669.0,EX,FT,M,50,Bachelor,17,Real Estate,2025-04-11,7.5,DENMARK,Expert (EX),4,Medium (M),2,2025,4,2025-04
Machine Learning Engineer,129726.0,SE,FL,M,50,Master,8,Government,2024-08-30,5.1,SINGAPORE,Senior (SE),3,Medium (M),2,2024,8,2024-08
AI Product Manager,146815.0,EX,PT,S,0,Master,12,Consulting,2025-03-02,5.4,SWEDEN,Expert (EX),4,Small (S),1,2025,3,2025-03
Data Scientist,108448.0,SE,FT,S,100,Master,5,Real Estate,2024-04-18,9.9,FINLAND,Senior (SE),3,Small (S),1,2024,4,2024-04
NLP Engineer,56987.0,EN,CT,S,0,Master,0,Manufacturing,2024-02-05,5.1,UNITED KINGDOM,Entry (EN),1,Small (S),1,2024,2,2024-02
Research Scientist,109575.0,SE,CT,S,0,Bachelor,6,Automotive,2024-10-19,9.7,FINLAND,Senior (SE),3,Small (S),1,2024,10,2024-10
AI Research Scientist,61632.0,EN,CT,L,50,Bachelor,1,Real Estate,2024-10-26,6.6,ISRAEL,Entry (EN),1,Large (L),3,2024,10,2024-10
Research Scientist,86859.0,MI,CT,M,0,Master,4,Technology,2024-06-27,7.7,SWEDEN,Mid (MI),2,Medium (M),2,2024,6,2024-06
Data Analyst,93901.0,MI,PT,M,100,Bachelor,2,Gaming,2024-04-22,5.0,AUSTRIA,Mid (MI),2,Medium (M),2,2024,4,2024-04
Machine Learning Researcher,78383.0,SE,CT,S,0,Bachelor,9,Government,2024-10-30,6.8,SOUTH KOREA,Senior (SE),3,Small (S),1,2024,10,2024-10
Data Scientist,105143.0,EX,CT,L,0,Bachelor,13,Manufacturing,2024-06-08,9.6,CHINA,Expert (EX),4,Large (L),3,2024,6,2024-06
AI Product Manager,113830.0,SE,PT,M,0,Associate,5,Healthcare,2024-10-06,7.3,FRANCE,Senior (SE),3,Medium (M),2,2024,10,2024-10
Research Scientist,104205.0,MI,FT,M,0,Bachelor,4,Education,2025-02-10,6.6,NETHERLANDS,Mid (MI),2,Medium (M),2,2025,2,2025-02
Data Scientist,76948.0,MI,FL,S,0,Associate,3,Healthcare,2024-07-30,9.8,FINLAND,Mid (MI),2,Small (S),1,2024,7,2024-07
Data Scientist,158361.0,SE,FT,L,100,Master,6,Energy,2024-06-26,7.2,CANADA,Senior (SE),3,Large (L),3,2024,6,2024-06
ML Ops Engineer,246286.0,EX,PT,M,100,Associate,15,Gaming,2024-05-17,9.9,SWEDEN,Expert (EX),4,Medium (M),2,2024,5,2024-05
AI Architect,29444.0,MI,PT,M,50,Associate,3,Technology,2025-01-21,5.3,INDIA,Mid (MI),2,Medium (M),2,2025,1,2025-01
Data Scientist,65572.0,EX,PT,L,100,PhD,10,Manufacturing,2025-03-06,8.5,INDIA,Expert (EX),4,Large (L),3,2025,3,2025-03
AI Research Scientist,89996.0,MI,FL,M,0,PhD,3,Energy,2024-06-03,8.5,AUSTRIA,Mid (MI),2,Medium (M),2,2024,6,2024-06
Head of AI,251600.0,EX,FL,M,50,Associate,16,Energy,2024-07-03,8.1,GERMANY,Expert (EX),4,Medium (M),2,2024,7,2024-07
Principal Data Scientist,97239.0,EN,FL,L,0,Bachelor,0,Transportation,2024-09-19,7.8,UNITED KINGDOM,Entry (EN),1,Large (L),3,2024,9,2024-09
Research Scientist,117805.0,SE,FL,S,100,Associate,8,Energy,2024-07-31,7.7,JAPAN,Senior (SE),3,Small (S),1,2024,7,2024-07
Deep Learning Engineer,124143.0,MI,CT,M,100,PhD,2,Automotive,2024-03-20,9.1,UNITED STATES,Mid (MI),2,Medium (M),2,2024,3,2024-03
Robotics Engineer,119551.0,SE,PT,S,50,PhD,9,Media,2024-03-28,8.8,SWEDEN,Senior (SE),3,Small (S),1,2024,3,2024-03
NLP Engineer,122489.0,MI,PT,L,50,Master,2,Retail,2024-01-20,8.3,IRELAND,Mid (MI),2,Large (L),3,2024,1,2024-01
AI Product Manager,297922.0,EX,CT,L,0,Master,19,Finance,2024-02-01,9.1,DENMARK,Expert (EX),4,Large (L),3,2024,2,2024-02
Autonomous Systems Engineer,284790.0,EX,FT,M,100,Associate,12,Real Estate,2024-03-17,6.0,SWITZERLAND,Expert (EX),4,Medium (M),2,2024,3,2024-03
Machine Learning Engineer,140500.0,SE,FT,S,100,PhD,8,Energy,2024-11-11,7.7,SINGAPORE,Senior (SE),3,Small (S),1,2024,11,2024-11
NLP Engineer,116663.0,MI,PT,S,50,Master,4,Technology,2025-04-06,6.3,SWITZERLAND,Mid (MI),2,Small (S),1,2025,4,2025-04
AI Product Manager,136106.0,SE,FT,S,0,Bachelor,6,Energy,2024-01-17,8.2,NORWAY,Senior (SE),3,Small (S),1,2024,1,2024-01
AI Specialist,120352.0,SE,FL,S,0,Associate,8,Technology,2025-02-22,5.1,AUSTRALIA,Senior (SE),3,Small (S),1,2025,2,2025-02
Principal Data Scientist,115824.0,EX,PT,S,100,Associate,10,Energy,2024-10-24,9.8,FINLAND,Expert (EX),4,Small (S),1,2024,10,2024-10
Data Engineer,192495.0,EX,PT,S,100,Associate,16,Government,2025-02-21,9.2,ISRAEL,Expert (EX),4,Small (S),1,2025,2,2025-02
AI Consultant,70175.0,EN,CT,L,50,Associate,0,Gaming,2024-03-27,5.9,FINLAND,Entry (EN),1,Large (L),3,2024,3,2024-03
Deep Learning Engineer,36741.0,MI,FL,M,100,PhD,3,Consulting,2024-01-13,8.6,INDIA,Mid (MI),2,Medium (M),2,2024,1,2024-01
Research Scientist,60568.0,EN,CT,L,100,Master,1,Government,2024-03-06,5.3,FINLAND,Entry (EN),1,Large (L),3,2024,3,2024-03
Autonomous Systems Engineer,56833.0,EN,CT,M,50,Associate,1,Gaming,2025-02-06,9.3,ISRAEL,Entry (EN),1,Medium (M),2,2025,2,2025-02
AI Research Scientist,138563.0,SE,FT,S,100,Associate,5,Consulting,2024-02-17,6.1,SINGAPORE,Senior (SE),3,Small (S),1,2024,2,2024-02
Autonomous Systems Engineer,69031.0,MI,FL,S,50,PhD,3,Telecommunications,2024-09-25,7.4,GERMANY,Mid (MI),2,Small (S),1,2024,9,2024-09
Principal Data Scientist,49258.0,EN,CT,S,100,Bachelor,1,Consulting,2025-01-30,8.6,SWEDEN,Entry (EN),1,Small (S),1,2025,1,2025-01
Machine Learning Engineer,177507.0,EX,FT,M,50,Master,16,Gaming,2025-03-13,7.0,SWEDEN,Expert (EX),4,Medium (M),2,2025,3,2025-03
Robotics Engineer,278819.0,EX,CT,M,100,Bachelor,12,Finance,2024-01-23,6.4,DENMARK,Expert (EX),4,Medium (M),2,2024,1,2024-01
Data Analyst,101827.0,MI,PT,M,50,Bachelor,4,Gaming,2024-06-07,5.8,JAPAN,Mid (MI),2,Medium (M),2,2024,6,2024-06
Data Engineer,84062.0,EN,CT,L,0,Bachelor,0,Real Estate,2024-04-26,8.9,SINGAPORE,Entry (EN),1,Large (L),3,2024,4,2024-04
Deep Learning Engineer,102646.0,MI,PT,S,50,Bachelor,4,Healthcare,2024-12-26,6.6,SWITZERLAND,Mid (MI),2,Small (S),1,2024,12,2024-12
AI Architect,95477.0,MI,CT,M,0,Master,4,Gaming,2024-05-23,8.4,NORWAY,Mid (MI),2,Medium (M),2,2024,5,2024-05
Autonomous Systems Engineer,46111.0,SE,FL,S,0,Master,6,Transportation,2025-01-07,5.9,CHINA,Senior (SE),3,Small (S),1,2025,1,2025-01
Machine Learning Researcher,97023.0,MI,FL,M,50,PhD,3,Retail,2024-07-31,8.7,NETHERLANDS,Mid (MI),2,Medium (M),2,2024,7,2024-07
Robotics Engineer,220428.0,EX,CT,M,100,PhD,18,Energy,2025-01-14,8.2,FINLAND,Expert (EX),4,Medium (M),2,2025,1,2025-01
Data Analyst,111944.0,MI,FT,L,50,PhD,4,Energy,2024-01-19,6.3,UNITED STATES,Mid (MI),2,Large (L),3,2024,1,2024-01
AI Product Manager,186617.0,EX,FL,L,100,Bachelor,18,Government,2024-01-14,6.5,UNITED KINGDOM,Expert (EX),4,Large (L),3,2024,1,2024-01
Data Analyst,161013.0,EX,FL,M,100,Bachelor,18,Real Estate,2024-07-04,7.1,NETHERLANDS,Expert (EX),4,Medium (M),2,2024,7,2024-07
Principal Data Scientist,30458.0,MI,FL,S,100,Master,2,Consulting,2024-07-30,8.8,INDIA,Mid (MI),2,Small (S),1,2024,7,2024-07
Research Scientist,64590.0,EN,FL,S,100,PhD,0,Technology,2024-01-17,9.5,ISRAEL,Entry (EN),1,Small (S),1,2024,1,2024-01
ML Ops Engineer,113088.0,SE,PT,S,0,PhD,6,Automotive,2024-06-19,8.2,SOUTH KOREA,Senior (SE),3,Small (S),1,2024,6,2024-06
Research Scientist,110516.0,MI,CT,L,0,Associate,3,Media,2025-04-16,7.3,NETHERLANDS,Mid (MI),2,Large (L),3,2025,4,2025-04
Data Analyst,33400.0,EN,PT,S,0,Associate,1,Consulting,2024-08-30,9.2,CHINA,Entry (EN),1,Small (S),1,2024,8,2024-08
Research Scientist,57862.0,EN,FT,M,0,Master,1,Gaming,2024-07-12,6.1,CANADA,Entry (EN),1,Medium (M),2,2024,7,2024-07
Machine Learning Engineer,111403.0,SE,FL,M,50,Associate,5,Retail,2024-09-26,8.5,GERMANY,Senior (SE),3,Medium (M),2,2024,9,2024-09
AI Consultant,51736.0,EN,FT,S,50,Bachelor,0,Government,2024-07-08,5.1,NETHERLANDS,Entry (EN),1,Small (S),1,2024,7,2024-07
Data Engineer,23717.0,EN,FL,M,50,Bachelor,0,Gaming,2024-05-27,7.6,INDIA,Entry (EN),1,Medium (M),2,2024,5,2024-05
Principal Data Scientist,109386.0,MI,FL,M,0,Master,2,Government,2025-03-28,6.5,IRELAND,Mid (MI),2,Medium (M),2,2025,3,2025-03
Deep Learning Engineer,74878.0,MI,PT,M,50,Bachelor,4,Government,2024-03-24,7.7,CANADA,Mid (MI),2,Medium (M),2,2024,3,2024-03
Autonomous Systems Engineer,65141.0,EX,FT,M,0,Associate,16,Gaming,2024-12-07,9.2,INDIA,Expert (EX),4,Medium (M),2,2024,12,2024-12
AI Architect,128867.0,MI,PT,M,50,Bachelor,4,Energy,2024-10-06,5.2,SWITZERLAND,Mid (MI),2,Medium (M),2,2024,10,2024-10
Data Analyst,90726.0,EN,CT,S,100,Associate,1,Telecommunications,2024-09-24,7.2,SWITZERLAND,Entry (EN),1,Small (S),1,2024,9,2024-09
Deep Learning Engineer,194760.0,EX,FT,M,100,Master,17,Technology,2024-04-17,5.2,ISRAEL,Expert (EX),4,Medium (M),2,2024,4,2024-04
Autonomous Systems Engineer,107056.0,SE,CT,S,0,Bachelor,5,Healthcare,2024-11-13,7.6,IRELAND,Senior (SE),3,Small (S),1,2024,11,2024-11
Principal Data Scientist,108594.0,SE,FT,M,50,Bachelor,9,Automotive,2025-03-02,9.7,CANADA,Senior (SE),3,Medium (M),2,2025,3,2025-03
Data Engineer,79163.0,MI,CT,S,50,Master,2,Technology,2024-12-24,8.6,GERMANY,Mid (MI),2,Small (S),1,2024,12,2024-12
Principal Data Scientist,32589.0,EN,FT,M,100,PhD,0,Finance,2024-09-08,6.1,CHINA,Entry (EN),1,Medium (M),2,2024,9,2024-09
Machine Learning Researcher,151184.0,SE,PT,L,50,Associate,9,Telecommunications,2024-06-19,8.1,UNITED STATES,Senior (SE),3,Large (L),3,2024,6,2024-06
AI Research Scientist,80519.0,SE,PT,S,100,Bachelor,7,Finance,2024-10-27,8.5,SOUTH KOREA,Senior (SE),3,Small (S),1,2024,10,2024-10
Autonomous Systems Engineer,67798.0,EN,FT,S,50,Bachelor,1,Consulting,2024-02-04,9.0,FINLAND,Entry (EN),1,Small (S),1,2024,2,2024-02
Data Engineer,142055.0,SE,PT,L,0,Master,5,Retail,2024-08-09,6.0,JAPAN,Senior (SE),3,Large (L),3,2024,8,2024-08
Data Scientist,120576.0,SE,PT,M,50,Associate,5,Finance,2025-01-15,6.4,UNITED KINGDOM,Senior (SE),3,Medium (M),2,2025,1,2025-01
Principal Data Scientist,125509.0,MI,FT,M,0,PhD,3,Transportation,2024-12-23,8.5,NORWAY,Mid (MI),2,Medium (M),2,2024,12,2024-12
Data Analyst,55931.0,EX,PT,M,50,Associate,13,Finance,2024-03-07,8.0,INDIA,Expert (EX),4,Medium (M),2,2024,3,2024-03
Machine Learning Researcher,231123.0,EX,FT,L,50,Bachelor,13,Consulting,2024-07-09,6.8,JAPAN,Expert (EX),4,Large (L),3,2024,7,2024-07
AI Product Manager,228322.0,EX,FT,L,0,Bachelor,17,Education,2025-02-25,9.0,SOUTH KOREA,Expert (EX),4,Large (L),3,2025,2,2025-02
Research Scientist,143444.0,EX,PT,S,0,Bachelor,14,Finance,2024-04-21,8.8,FINLAND,Expert (EX),4,Small (S),1,2024,4,2024-04
AI Product Manager,72811.0,EN,FT,M,0,Associate,0,Manufacturing,2024-04-23,9.5,AUSTRALIA,Entry (EN),1,Medium (M),2,2024,4,2024-04
Research Scientist,53482.0,SE,FL,S,0,Bachelor,5,Automotive,2024-01-20,6.2,CHINA,Senior (SE),3,Small (S),1,2024,1,2024-01
Computer Vision Engineer,69221.0,EN,PT,S,0,Bachelor,1,Media,2024-01-14,5.7,AUSTRALIA,Entry (EN),1,Small (S),1,2024,1,2024-01
ML Ops Engineer,171506.0,SE,CT,L,50,Master,5,Transportation,2024-02-24,7.8,NORWAY,Senior (SE),3,Large (L),3,2024,2,2024-02
Data Analyst,149279.0,EX,FT,S,100,PhD,18,Technology,2024-10-01,9.7,FRANCE,Expert (EX),4,Small (S),1,2024,10,2024-10
AI Architect,123862.0,SE,FT,M,50,PhD,5,Transportation,2024-07-07,8.1,FRANCE,Senior (SE),3,Medium (M),2,2024,7,2024-07
Data Scientist,261986.0,EX,PT,L,50,PhD,12,Energy,2025-02-11,8.3,ISRAEL,Expert (EX),4,Large (L),3,2025,2,2025-02
Principal Data Scientist,158894.0,EX,PT,S,0,PhD,15,Media,2024-04-21,5.8,AUSTRALIA,Expert (EX),4,Small (S),1,2024,4,2024-04
Deep Learning Engineer,137974.0,SE,CT,L,50,PhD,6,Telecommunications,2024-08-29,6.1,AUSTRIA,Senior (SE),3,Large (L),3,2024,8,2024-08
Head of AI,90760.0,MI,CT,L,100,PhD,4,Education,2024-12-17,9.3,JAPAN,Mid (MI),2,Large (L),3,2024,12,2024-12
Data Engineer,137606.0,SE,CT,L,0,Associate,6,Telecommunications,2024-08-24,8.8,SINGAPORE,Senior (SE),3,Large (L),3,2024,8,2024-08
Deep Learning Engineer,133207.0,EX,FL,S,50,Master,19,Government,2024-10-02,8.3,FRANCE,Expert (EX),4,Small (S),1,2024,10,2024-10
AI Product Manager,100495.0,EX,FT,L,50,PhD,10,Media,2025-03-12,6.6,INDIA,Expert (EX),4,Large (L),3,2025,3,2025-03
AI Product Manager,91306.0,MI,CT,S,0,Master,2,Energy,2025-01-24,5.4,GERMANY,Mid (MI),2,Small (S),1,2025,1,2025-01
AI Specialist,331986.0,EX,PT,L,0,Bachelor,11,Consulting,2024-11-18,5.0,UNITED STATES,Expert (EX),4,Large (L),3,2024,11,2024-11
AI Software Engineer,75194.0,MI,CT,M,0,PhD,4,Real Estate,2024-08-27,8.0,GERMANY,Mid (MI),2,Medium (M),2,2024,8,2024-08
AI Product Manager,89154.0,EN,PT,M,100,Associate,0,Technology,2024-03-28,5.9,DENMARK,Entry (EN),1,Medium (M),2,2024,3,2024-03
AI Consultant,64299.0,EN,PT,M,50,Bachelor,0,Transportation,2024-08-15,7.8,SOUTH KOREA,Entry (EN),1,Medium (M),2,2024,8,2024-08
AI Specialist,137294.0,SE,FT,L,100,Bachelor,8,Government,2024-06-10,6.4,GERMANY,Senior (SE),3,Large (L),3,2024,6,2024-06
Data Scientist,101275.0,MI,FL,M,0,Associate,2,Technology,2025-01-30,8.7,IRELAND,Mid (MI),2,Medium (M),2,2025,1,2025-01
Autonomous Systems Engineer,139984.0,MI,PT,L,100,PhD,2,Retail,2024-02-09,8.9,UNITED STATES,Mid (MI),2,Large (L),3,2024,2,2024-02
Deep Learning Engineer,151316.0,EX,FL,S,100,Master,12,Consulting,2025-01-04,6.4,FRANCE,Expert (EX),4,Small (S),1,2025,1,2025-01
NLP Engineer,84471.0,EN,PT,M,100,Master,1,Finance,2024-05-14,5.6,DENMARK,Entry (EN),1,Medium (M),2,2024,5,2024-05
Data Engineer,104379.0,SE,CT,S,100,Bachelor,5,Transportation,2024-02-03,6.3,UNITED KINGDOM,Senior (SE),3,Small (S),1,2024,2,2024-02
Principal Data Scientist,252832.0,EX,PT,S,50,PhD,10,Energy,2024-10-14,8.7,DENMARK,Expert (EX),4,Small (S),1,2024,10,2024-10
Machine Learning Researcher,214285.0,EX,FT,L,100,Master,17,Manufacturing,2024-05-17,9.6,GERMANY,Expert (EX),4,Large (L),3,2024,5,2024-05
Data Engineer,100489.0,EN,CT,L,100,Associate,0,Automotive,2024-10-22,7.7,NORWAY,Entry (EN),1,Large (L),3,2024,10,2024-10
Research Scientist,116902.0,SE,FT,M,50,PhD,8,Real Estate,2024-07-04,6.0,AUSTRALIA,Senior (SE),3,Medium (M),2,2024,7,2024-07
Data Scientist,98004.0,EN,PT,M,0,Master,1,Telecommunications,2024-07-22,6.7,NORWAY,Entry (EN),1,Medium (M),2,2024,7,2024-07
ML Ops Engineer,216802.0,EX,FL,S,50,PhD,15,Education,2025-03-11,6.0,UNITED STATES,Expert (EX),4,Small (S),1,2025,3,2025-03
Principal Data Scientist,97639.0,MI,FT,M,50,Master,4,Energy,2024-12-15,8.8,SWEDEN,Mid (MI),2,Medium (M),2,2024,12,2024-12
AI Specialist,112321.0,MI,CT,L,0,PhD,4,Gaming,2024-02-11,6.0,ISRAEL,Mid (MI),2,Large (L),3,2024,2,2024-02
Data Engineer,192260.0,EX,FT,S,0,Bachelor,18,Automotive,2024-10-04,9.4,AUSTRALIA,Expert (EX),4,Small (S),1,2024,10,2024-10
Head of AI,109993.0,MI,PT,L,50,Associate,4,Telecommunications,2024-02-06,8.9,AUSTRALIA,Mid (MI),2,Large (L),3,2024,2,2024-02
AI Product Manager,65943.0,MI,FL,S,50,Master,2,Finance,2024-08-26,9.3,SWEDEN,Mid (MI),2,Small (S),1,2024,8,2024-08
AI Software Engineer,90867.0,MI,PT,M,100,Associate,3,Education,2024-11-22,9.5,SINGAPORE,Mid (MI),2,Medium (M),2,2024,11,2024-11
ML Ops Engineer,84856.0,EX,FT,M,100,Bachelor,13,Automotive,2025-03-16,9.5,INDIA,Expert (EX),4,Medium (M),2,2025,3,2025-03
Data Analyst,171549.0,EX,FT,M,0,Bachelor,11,Manufacturing,2024-08-12,5.2,FRANCE,Expert (EX),4,Medium (M),2,2024,8,2024-08
AI Research Scientist,191772.0,EX,FL,M,0,Bachelor,19,Telecommunications,2024-07-22,8.4,GERMANY,Expert (EX),4,Medium (M),2,2024,7,2024-07
Robotics Engineer,111326.0,SE,FT,S,100,Bachelor,6,Retail,2024-08-17,7.3,IRELAND,Senior (SE),3,Small (S),1,2024,8,2024-08
Robotics Engineer,180543.0,EX,CT,M,50,Associate,16,Transportation,2024-06-26,7.1,JAPAN,Expert (EX),4,Medium (M),2,2024,6,2024-06
AI Research Scientist,35560.0,EN,FT,M,50,Bachelor,1,Energy,2024-06-21,5.7,CHINA,Entry (EN),1,Medium (M),2,2024,6,2024-06
AI Software Engineer,80024.0,SE,PT,L,0,PhD,8,Manufacturing,2024-06-06,10.0,CHINA,Senior (SE),3,Large (L),3,2024,6,2024-06
AI Architect,62790.0,EN,PT,M,100,Master,1,Healthcare,2024-09-01,8.4,FINLAND,Entry (EN),1,Medium (M),2,2024,9,2024-09
NLP Engineer,172119.0,SE,FT,M,0,Associate,5,Finance,2024-03-05,5.8,NORWAY,Senior (SE),3,Medium (M),2,2024,3,2024-03
AI Software Engineer,144594.0,EX,FT,S,100,Associate,14,Finance,2025-04-30,6.8,FINLAND,Expert (EX),4,Small (S),1,2025,4,2025-04
Autonomous Systems Engineer,59241.0,EN,FL,S,50,Bachelor,0,Transportation,2024-01-30,9.1,FRANCE,Entry (EN),1,Small (S),1,2024,1,2024-01
Research Scientist,114166.0,SE,CT,M,0,Bachelor,9,Media,2024-03-05,6.8,NETHERLANDS,Senior (SE),3,Medium (M),2,2024,3,2024-03
AI Product Manager,32706.0,EN,CT,S,0,PhD,1,Manufacturing,2024-03-07,8.4,CHINA,Entry (EN),1,Small (S),1,2024,3,2024-03
AI Research Scientist,120324.0,SE,FL,M,0,PhD,8,Real Estate,2024-08-24,8.8,SWEDEN,Senior (SE),3,Medium (M),2,2024,8,2024-08
NLP Engineer,59232.0,EN,PT,L,50,Master,0,Manufacturing,2025-01-16,8.4,CANADA,Entry (EN),1,Large (L),3,2025,1,2025-01
AI Architect,221142.0,EX,PT,M,50,Associate,18,Real Estate,2025-02-25,5.6,SWITZERLAND,Expert (EX),4,Medium (M),2,2025,2,2025-02
Research Scientist,48487.0,EN,CT,S,50,Associate,1,Manufacturing,2025-03-07,7.8,ISRAEL,Entry (EN),1,Small (S),1,2025,3,2025-03
Machine Learning Researcher,145495.0,SE,FT,M,0,Bachelor,8,Healthcare,2024-10-25,5.0,SINGAPORE,Senior (SE),3,Medium (M),2,2024,10,2024-10
Autonomous Systems Engineer,64092.0,EN,FL,L,50,Associate,0,Consulting,2024-10-11,7.3,SINGAPORE,Entry (EN),1,Large (L),3,2024,10,2024-10
Data Analyst,135974.0,SE,CT,S,0,Master,9,Education,2024-11-09,7.6,DENMARK,Senior (SE),3,Small (S),1,2024,11,2024-11
AI Product Manager,215605.0,EX,FL,M,0,Master,12,Technology,2024-12-16,5.6,ISRAEL,Expert (EX),4,Medium (M),2,2024,12,2024-12
Principal Data Scientist,109621.0,MI,PT,L,0,Bachelor,2,Energy,2024-12-20,9.8,UNITED STATES,Mid (MI),2,Large (L),3,2024,12,2024-12
AI Specialist,155788.0,SE,FT,S,0,Associate,6,Gaming,2024-06-07,7.7,UNITED STATES,Senior (SE),3,Small (S),1,2024,6,2024-06
Research Scientist,114493.0,SE,FT,L,0,Associate,9,Manufacturing,2024-06-22,6.2,ISRAEL,Senior (SE),3,Large (L),3,2024,6,2024-06
AI Architect,127669.0,SE,FT,S,100,Master,7,Government,2025-04-23,8.5,GERMANY,Senior (SE),3,Small (S),1,2025,4,2025-04
Machine Learning Engineer,184048.0,EX,CT,M,0,Master,11,Technology,2024-01-24,6.6,SINGAPORE,Expert (EX),4,Medium (M),2,2024,1,2024-01
Machine Learning Engineer,62821.0,MI,FL,S,100,PhD,2,Transportation,2025-04-04,7.6,FINLAND,Mid (MI),2,Small (S),1,2025,4,2025-04
Data Analyst,116061.0,MI,FL,M,50,PhD,2,Gaming,2024-05-07,9.5,NORWAY,Mid (MI),2,Medium (M),2,2024,5,2024-05
Deep Learning Engineer,68069.0,EN,CT,M,100,PhD,1,Consulting,2024-10-10,8.5,JAPAN,Entry (EN),1,Medium (M),2,2024,10,2024-10
ML Ops Engineer,55034.0,EN,FL,S,100,Bachelor,1,Media,2024-09-27,8.6,SOUTH KOREA,Entry (EN),1,Small (S),1,2024,9,2024-09
AI Product Manager,197089.0,EX,FT,M,100,Bachelor,13,Government,2024-04-28,9.0,GERMANY,Expert (EX),4,Medium (M),2,2024,4,2024-04
Data Analyst,63965.0,EN,FL,S,100,Master,1,Consulting,2024-11-17,9.2,AUSTRIA,Entry (EN),1,Small (S),1,2024,11,2024-11
Research Scientist,88359.0,EN,FT,S,100,Associate,0,Real Estate,2024-11-04,6.4,SWITZERLAND,Entry (EN),1,Small (S),1,2024,11,2024-11
ML Ops Engineer,58746.0,EN,CT,S,50,Associate,1,Retail,2024-10-16,9.0,IRELAND,Entry (EN),1,Small (S),1,2024,10,2024-10
ML Ops Engineer,84148.0,EX,FT,M,50,Bachelor,17,Retail,2024-08-26,5.2,CHINA,Expert (EX),4,Medium (M),2,2024,8,2024-08
Machine Learning Engineer,106957.0,EN,FL,M,50,Master,1,Healthcare,2024-11-27,6.4,SWITZERLAND,Entry (EN),1,Medium (M),2,2024,11,2024-11
Autonomous Systems Engineer,83304.0,MI,PT,S,50,PhD,3,Education,2024-03-30,6.3,CANADA,Mid (MI),2,Small (S),1,2024,3,2024-03
Principal Data Scientist,169228.0,EX,FL,M,100,Bachelor,10,Education,2024-04-02,9.7,UNITED STATES,Expert (EX),4,Medium (M),2,2024,4,2024-04
Deep Learning Engineer,87246.0,MI,CT,S,50,Master,3,Gaming,2024-05-01,9.4,CANADA,Mid (MI),2,Small (S),1,2024,5,2024-05
Research Scientist,71057.0,EN,PT,M,100,PhD,0,Retail,2024-03-04,7.6,UNITED KINGDOM,Entry (EN),1,Medium (M),2,2024,3,2024-03
Data Engineer,197354.0,EX,CT,M,50,Associate,11,Energy,2024-01-30,8.8,CANADA,Expert (EX),4,Medium (M),2,2024,1,2024-01
Research Scientist,128498.0,EX,FL,S,0,Bachelor,15,Technology,2024-04-29,9.0,ISRAEL,Expert (EX),4,Small (S),1,2024,4,2024-04
